hours,price
986.0,40.19838
987.0,40.50961
988.0,40.7553
989.0,42.34339
990.0,52.36198
991.0,65.79933
992.0,54.17915
993.0,45.71736
994.0,37.4509
995.0,33.32408
996.0,31.12579
997.0,28.11949
998.0,34.34197
999.0,35.90903
1000.0,48.00446
1001.0,48.11351
1002.0,63.16497
1003.0,63.21706
1004.0,54.65869
1005.0,46.87402
1006.0,44.40096
1007.0,42.38547
1008.0,41.43014
1009.0,56.88235
1010.0,57.19831
1011.0,55.96566
1012.0,58.06658
1013.0,62.40589
1014.0,79.56166
1015.0,106.74167
1016.0,93.58263
1017.0,68.38704
1018.0,55.64058
1019.0,56.2485
1020.0,49.29246
1021.0,32.83459
1022.0,33.93317
1023.0,37.98965
1024.0,57.62688
1025.0,77.89012
1026.0,111.00317
1027.0,115.616
1028.0,103.0632
1029.0,90.01405
1030.0,82.57465
1031.0,81.66322
1032.0,87.64617
1033.0,97.8392
1034.0,90.88029
1035.0,83.58884
1036.0,83.38098
1037.0,87.56347
1038.0,91.57044
1039.0,101.52256
1040.0,85.94057
1041.0,50.93168
1042.0,45.80386
1043.0,44.92567
1044.0,36.17448
1045.0,29.11541
1046.0,27.05803
1047.0,35.26297
1048.0,49.01
1049.0,82.66502
1050.0,146.01236
1051.0,256.9693
1052.0,156.74667
1053.0,145.79688
1054.0,145.82678
1055.0,118.56464
1056.0,98.7921
1057.0,79.06307
1058.0,76.70522
1059.0,67.46907
1060.0,67.61358
1061.0,69.06941
1062.0,81.55166
1063.0,87.49871
1064.0,71.95621
1065.0,45.71977
1066.0,20.19404
1067.0,13.78099
1068.0,11.28572
1069.0,7.65685
1070.0,0.0999
1071.0,15.02
1072.0,42.79195
1073.0,75.55328
1074.0,150.86401
1075.0,287.11212
1076.0,199.0774
1077.0,147.22115
1078.0,146.52515
1079.0,117.46632
1080.0,95.2027
1081.0,78.25211
1082.0,71.4026
1083.0,67.32129
1084.0,67.93038
1085.0,77.32426
1086.0,101.5364
1087.0,141.81055
1088.0,124.52467
1089.0,70.76243
1090.0,60.16424
1091.0,53.45527
1092.0,48.15892
1093.0,47.21003
1094.0,46.20876
1095.0,49.06044
1096.0,66.89068
1097.0,130.28163
1098.0,360.78278
1099.0,490.3724
1100.0,422.0913
1101.0,264.3196
